===== Hyperparameters =====
seed: 42
tsrna_pca_dim: 32
disease_pca_dim: 32
motif_pca_dim: 0
train_batch_size: 32
val_batch_size: 32
embedding_size: 32
hidden_units: 32
att_layers: 2
head_num: 4
mlp_list: [64]
group_hidden_dimension: 8
drop_rate_att: 0.1
dp_rate_amp: 0.1
lr: 0.001
weight_decay: 1e-05
epochs: 200
===========================

Epoch 1 | Loss: 1.1116 | LR: 0.001000
Epoch 2 | Loss: 0.7010 | LR: 0.001000
Epoch 3 | Loss: 0.6968 | LR: 0.001000
Epoch 4 | Loss: 0.6966 | LR: 0.001000
Epoch 5 | Loss: 0.6937 | LR: 0.001000
Epoch 6 | Loss: 0.6998 | LR: 0.001000
Epoch 7 | Loss: 0.6948 | LR: 0.001000
Epoch 8 | Loss: 0.6987 | LR: 0.001000
Epoch 9 | Loss: 0.6991 | LR: 0.001000
Epoch 10 | Loss: 0.6874 | LR: 0.001000
Epoch 11 | Loss: 0.6819 | LR: 0.001000
Epoch 12 | Loss: 0.6679 | LR: 0.001000
Epoch 13 | Loss: 0.6460 | LR: 0.001000
Epoch 14 | Loss: 0.6143 | LR: 0.001000
Epoch 15 | Loss: 0.5641 | LR: 0.001000
Epoch 16 | Loss: 0.5252 | LR: 0.001000
Epoch 17 | Loss: 0.5428 | LR: 0.001000
Epoch 18 | Loss: 0.5409 | LR: 0.001000
Epoch 19 | Loss: 0.5156 | LR: 0.001000
Epoch 20 | Loss: 0.5367 | LR: 0.001000
Epoch 21 | Loss: 0.5386 | LR: 0.001000
Epoch 22 | Loss: 0.5209 | LR: 0.001000
Epoch 23 | Loss: 0.5160 | LR: 0.001000
Epoch 24 | Loss: 0.4929 | LR: 0.001000
Epoch 25 | Loss: 0.4961 | LR: 0.001000
Epoch 26 | Loss: 0.4932 | LR: 0.001000
Epoch 27 | Loss: 0.4799 | LR: 0.001000
Epoch 28 | Loss: 0.5019 | LR: 0.001000
Epoch 29 | Loss: 0.4888 | LR: 0.001000
Epoch 30 | Loss: 0.4481 | LR: 0.001000
Epoch 31 | Loss: 0.4694 | LR: 0.001000
Epoch 32 | Loss: 0.4606 | LR: 0.001000
Epoch 33 | Loss: 0.4674 | LR: 0.001000
Epoch 34 | Loss: 0.4408 | LR: 0.001000
Epoch 35 | Loss: 0.4430 | LR: 0.001000
Epoch 36 | Loss: 0.4116 | LR: 0.001000
Epoch 37 | Loss: 0.4343 | LR: 0.001000
Epoch 38 | Loss: 0.4701 | LR: 0.001000
Epoch 39 | Loss: 0.4984 | LR: 0.001000
Epoch 40 | Loss: 0.4426 | LR: 0.001000
Epoch 41 | Loss: 0.4032 | LR: 0.001000
Epoch 42 | Loss: 0.4055 | LR: 0.001000
Epoch 43 | Loss: 0.4214 | LR: 0.001000
Epoch 44 | Loss: 0.4172 | LR: 0.001000
Epoch 45 | Loss: 0.4215 | LR: 0.001000
Epoch 46 | Loss: 0.4408 | LR: 0.001000
Epoch 47 | Loss: 0.4062 | LR: 0.001000
Epoch 48 | Loss: 0.4293 | LR: 0.001000
Epoch 49 | Loss: 0.4098 | LR: 0.001000
Epoch 50 | Loss: 0.3912 | LR: 0.001000
Epoch 51 | Loss: 0.3950 | LR: 0.001000
Epoch 52 | Loss: 0.3993 | LR: 0.001000
Epoch 53 | Loss: 0.3895 | LR: 0.001000
Epoch 54 | Loss: 0.3592 | LR: 0.001000
Epoch 55 | Loss: 0.3769 | LR: 0.001000
Epoch 56 | Loss: 0.3678 | LR: 0.001000
Epoch 57 | Loss: 0.3240 | LR: 0.001000
Epoch 58 | Loss: 0.3493 | LR: 0.001000
Epoch 59 | Loss: 0.3478 | LR: 0.001000
Epoch 60 | Loss: 0.3267 | LR: 0.001000
Epoch 61 | Loss: 0.3255 | LR: 0.001000
Epoch 62 | Loss: 0.3391 | LR: 0.001000
Epoch 63 | Loss: 0.3225 | LR: 0.001000
Epoch 64 | Loss: 0.2831 | LR: 0.001000
Epoch 65 | Loss: 0.3148 | LR: 0.001000
Epoch 66 | Loss: 0.2863 | LR: 0.001000
Epoch 67 | Loss: 0.2858 | LR: 0.001000
Epoch 68 | Loss: 0.2949 | LR: 0.001000
