===== Hyperparameters =====
seed: 42
tsrna_pca_dim: 32
disease_pca_dim: 32
motif_pca_dim: 0
train_batch_size: 32
val_batch_size: 32
embedding_size: 32
hidden_units: 32
att_layers: 2
head_num: 4
mlp_list: [64]
group_hidden_dimension: 8
drop_rate_att: 0.1
dp_rate_amp: 0.1
lr: 0.001
weight_decay: 1e-05
epochs: 200
===========================

Epoch 1 | Loss: 1.2557 | LR: 0.001000
Epoch 2 | Loss: 0.7320 | LR: 0.001000
Epoch 3 | Loss: 0.7022 | LR: 0.001000
Epoch 4 | Loss: 0.6945 | LR: 0.001000
Epoch 5 | Loss: 0.6951 | LR: 0.001000
Epoch 6 | Loss: 0.6936 | LR: 0.001000
Epoch 7 | Loss: 0.7125 | LR: 0.001000
Epoch 8 | Loss: 0.6939 | LR: 0.001000
Epoch 9 | Loss: 0.6949 | LR: 0.001000
Epoch 10 | Loss: 0.6968 | LR: 0.001000
Epoch 11 | Loss: 0.7038 | LR: 0.001000
Epoch 12 | Loss: 0.6851 | LR: 0.001000
Epoch 13 | Loss: 0.6821 | LR: 0.001000
Epoch 14 | Loss: 0.6795 | LR: 0.001000
Epoch 15 | Loss: 0.6486 | LR: 0.001000
Epoch 16 | Loss: 0.6959 | LR: 0.001000
Epoch 17 | Loss: 0.6336 | LR: 0.001000
Epoch 18 | Loss: 0.5972 | LR: 0.001000
Epoch 19 | Loss: 0.5514 | LR: 0.001000
Epoch 20 | Loss: 0.5551 | LR: 0.001000
Epoch 21 | Loss: 0.5219 | LR: 0.001000
Epoch 22 | Loss: 0.5335 | LR: 0.001000
Epoch 23 | Loss: 0.4994 | LR: 0.001000
Epoch 24 | Loss: 0.4745 | LR: 0.001000
Epoch 25 | Loss: 0.4735 | LR: 0.001000
Epoch 26 | Loss: 0.4809 | LR: 0.001000
Epoch 27 | Loss: 0.4904 | LR: 0.001000
Epoch 28 | Loss: 0.4820 | LR: 0.001000
Epoch 29 | Loss: 0.5060 | LR: 0.001000
